"product_index";"product_name";"product_tag";"product_kcal";"product_protein";"product_Na";"product_Ka";"product_P";"product_carbohydrate";"product_protein_range"
602;"切片乾酪(低脂)";"乳品類";238.383;21.678;1598.01;168.49;604.05;9.2194;0
603;"加糖部份脫脂煉乳";"乳品類";318.277;7.506;88.375;371.267;206.292;56.2462;0
604;"奶精粉";"乳品類";539.375;2.2;158.0;846.0;324.0;59.5;0
605;"奶精粉(低脂)";"乳品類";446.62;2.092;98.73;1006.35;315.06;75.2276;0
606;"全脂奶粉";"乳品類";504.156;26.379;336.565;1164.32;688.659;37.0143;0
607;"全脂羊奶粉";"乳品類";504.723;26.7;232.0;1523.0;709.0;36.0;0
608;"全脂羊奶粉(即溶)";"乳品類";517.372;25.901;225.03;1503.89;713.904;35.1033;0
609;"全脂羊奶粉平均值";"乳品類";511.047;26.3005;228.515;1513.44;711.452;35.5517;0
610;"全脂保久乳";"乳品類";61.7248;2.954;54.795;166.37;102.755;5.1381;0
611;"全脂強化奶粉(纖維強化)";"乳品類";499.507;25.6;313.0;1008.0;670.0;39.5;0
612;"全脂凝態發酵乳";"乳品類";95.5806;3.148;68.8405;174.148;90.866;13.6244;0
613;"全脂濃稠發酵乳";"乳品類";89.1298;4.06;52.261;172.544;75.2382;11.3083;0
614;"全脂鮮乳(10月取樣)";"乳品類";64.0486;3.04;35.7895;168.055;101.955;4.7808;0
615;"全脂鮮乳(11月取樣)";"乳品類";61.794;3.075;46.75;162.5;94.5;4.625;0
616;"全脂鮮乳(12月取樣)";"乳品類";64.2362;3.225;41.7;147.245;85.225;5.2382;0
617;"全脂鮮乳(1月取樣)";"乳品類";62.3801;2.926;39.77;151.95;79.73;4.691;0
618;"全脂鮮乳(4月取樣)";"乳品類";60.9212;2.936;34.59;126.58;76.4;4.8254;0
619;"全脂鮮乳(6月取樣)";"乳品類";62.6849;3.187;35.976;145.877;73.618;4.5756;0
620;"全脂鮮乳(9月取樣)";"乳品類";63.8406;2.78;32.865;129.319;71.871;5.294;0
621;"全脂鮮乳平均值";"乳品類";62.8437;3.0241;38.2058;147.361;83.3284;4.8614;0
622;"冰淇淋(巧克力)";"乳品類";182.93;4.2;80.0;288.0;104.0;21.4;0
623;"冰淇淋(香草)";"乳品類";178.419;2.5;102.0;233.0;82.0;23.1;0
624;"冰淇淋粉(香草)";"乳品類";427.205;15.9;583.0;645.0;396.0;65.3;0
625;"羊乳片";"乳品類";380.277;23.4;319.0;1150.0;661.0;62.1;0
626;"低脂強化保久乳(寡糖強化)";"乳品類";45.945;3.204;32.916;147.525;80.477;5.96;0
627;"低脂強化鮮乳(寡醣強化)";"乳品類";46.1904;3.138;32.902;151.366;81.354;5.4598;0
628;"低脂強化鮮乳(維生素E強化)";"乳品類";39.999;3.0;43.0;144.0;85.0;4.3;0
629;"低脂調味乳(木瓜)";"乳品類";57.016;1.8;58.0;109.0;50.0;11.2;0
630;"低脂調味乳(果汁)";"乳品類";52.535;1.6;39.0;79.0;47.0;8.7;0
631;"低脂濃稠發酵乳";"乳品類";71.9855;2.3403;30.247;90.7283;50.2009;13.5884;0
632;"低脂鮮乳";"乳品類";43.4609;3.0537;36.2183;136.84;78.59;5.0172;0
633;"刨絲乾酪";"乳品類";330.455;25.143;548.31;75.17;523.83;2.9311;0
634;"保久羊乳";"乳品類";58.8631;2.9535;46.3995;155.833;88.51;4.5407;0
635;"烤布丁";"乳品類";125.337;4.73;63.31;135.34;116.67;16.1776;0
636;"高脂保久乳";"乳品類";71.0198;3.107;31.542;146.82;78.346;3.3879;0
637;"高脂強化鮮乳(鈣強化)";"乳品類";68.0868;3.156;36.113;146.447;88.283;5.1732;0
638;"高脂強化鮮乳(寡醣強化)";"乳品類";69.1527;3.2;43.78;164.96;98.01;5.0712;0
639;"高脂凝態發酵乳(纖維強化)";"乳品類";93.2143;3.207;42.134;142.947;71.205;11.9153;0
640;"高脂鮮羊乳";"乳品類";65.2527;3.37;37.2105;182.899;87.5325;4.1709;0
641;"高脂鮮乳";"乳品類";73.3446;3.191;38.82;140.18;96.17;5.9826;0
642;"乾酪粉";"乳品類";481.649;40.397;1543.18;82.001;741.508;3.5843;0
643;"液體奶精";"乳品類";260.031;3.912;217.14;43.76;223.75;2.5102;0
644;"淡煉乳";"乳品類";135.929;6.5;187.0;310.0;230.0;9.1;0
645;"脫脂奶粉";"乳品類";360.657;36.214;337.655;1758.34;1039.56;51.1603;0
646;"脫脂奶粉(即溶)";"乳品類";361.874;38.0;435.0;162.1;946.0;48.4;0
647;"脫脂奶粉平均值";"乳品類";361.266;37.107;386.328;960.219;992.778;49.7802;0
648;"脫脂保久稀釋發酵乳";"乳品類";44.3204;0.137;28.484;8.458;3.612;11.0179;0
649;"脫脂保久濃稠發酵乳(草莓&蘋果)";"乳品類";67.776;3.0;57.0;146.0;79.0;13.6;0
650;"脫脂強化奶粉(抗氧化)";"乳品類";365.904;32.343;496.39;1291.44;856.53;56.5688;0
651;"脫脂強化奶粉(鈣&維生素A強化)";"乳品類";360.398;38.0;387.0;1516.0;1334.0;48.7;0
652;"脫脂強化奶粉(鈣&維生素C,E強化)";"乳品類";360.221;32.781;417.029;2019.67;1046.59;55.4155;0
653;"脫脂強化奶粉(鈣&鐵強化)";"乳品類";360.189;35.6;415.9;1774.96;695.27;52.2708;0
654;"脫脂強化鮮乳(鈣強化)";"乳品類";42.1957;3.53;49.21;181.97;149.05;6.2589;0
655;"脫脂強化鮮乳(寡醣強化)";"乳品類";36.4877;3.1145;32.7025;133.871;72.417;5.1586;0
656;"脫脂強化鮮乳(鐵強化)";"乳品類";40.8342;4.15;59.46;159.44;101.56;5.5864;0
657;"脫脂稀釋發酵乳";"乳品類";66.3098;1.0663;21.2265;59.4103;34.1266;15.8363;0
658;"脫脂稀釋發酵乳(鈣強化)";"乳品類";70.285;1.015;19.66;58.862;32.151;16.8801;0
659;"脫脂凝態發酵乳(纖維強化)";"乳品類";83.582;4.056;51.488;205.411;97.84;15.9478;0
660;"脫脂濃稠發酵乳";"乳品類";62.853;2.988;25.8445;96.89;59.8196;12.0514;0
661;"脫脂濃稠發酵乳(低熱量)";"乳品類";36.7495;2.041;30.653;70.582;50.5918;6.933;0
662;"脫脂濃稠發酵乳(草莓)";"乳品類";67.059;2.3;49.0;123.0;56.0;13.9;0
663;"脫脂濃稠發酵乳(啤酒酵母)";"乳品類";34.2848;2.113;27.659;96.881;63.3959;6.3641;0
664;"部份脫脂奶粉";"乳品類";422.887;32.8;352.0;1454.0;932.0;45.6;0
665;"部份脫脂奶粉(即溶)";"乳品類";445.26;23.664;303.38;1243.46;741.39;51.6267;0
666;"部份脫脂奶粉平均值";"乳品類";434.074;28.232;327.69;1348.73;836.695;48.6134;0
667;"部份脫脂低乳糖奶粉";"乳品類";415.846;34.63;401.45;1567.32;202.09;45.6455;0
668;"部份脫脂強化奶粉(脂肪酸調整)";"乳品類";481.064;22.722;284.31;1291.18;837.25;45.9049;0
669;"部份脫脂強化奶粉(鈣強化)";"乳品類";407.968;25.036;331.421;1464.59;1178.42;51.0339;0
670;"部份脫脂強化奶粉(纖維&DHA強化)";"乳品類";475.935;23.169;275.94;1270.91;809.97;47.2889;0
671;"部份脫脂強化奶粉(纖維&鈣強化)";"乳品類";365.716;35.923;412.32;1238.97;1468.8;50.7985;0
672;"部份脫脂調味奶粉(巧克力)";"乳品類";403.091;14.054;139.077;1029.88;395.932;71.9373;0
673;"部份脫脂調味奶粉(果汁)";"乳品類";425.853;19.8;208.0;892.0;556.0;62.3;0
674;"鮮奶布丁";"乳品類";109.307;2.981;54.0663;140.907;66.6997;13.1104;0
675;"雞蛋布丁";"乳品類";106.626;2.3;66.0;117.0;69.0;17.8;0
676;"人造奶油(低熱量)";"油脂類";93.9692;2.508;475.93;0.86;0.2;29.5627;0
677;"人造奶油(維生素強化)";"油脂類";725.068;0.084;804.418;10.601;4.048;0.0;0
678;"大豆油";"油脂類";883.104;0.0;0.0;0.0;0.0;0.0513;0
679;"大豆油(多種維生素強化)";"油脂類";883.116;0.0;0.0;0.0;0.0;0.0;0
680;"大豆油(卵磷脂強化)";"油脂類";880.11;0.0;0.0;0.0;0.0;0.0;0
681;"中脂人造奶油";"油脂類";673.785;0.01;883.22;10.51;9.71;1.3;0
682;"中鏈脂肪酸油";"油脂類";883.116;0.0;0.0;0.0;0.0;0.0;0
683;"牛油(未精煉)";"油脂類";642.335;0.0;0.0;0.0;0.0;4.2429;0
684;"牛油(精煉)";"油脂類";885.276;0.043;2.71;2.868;3.336;0.5643;0
685;"牛油平均值";"油脂類";763.806;0.0215;2.71;2.868;3.336;2.4036;0
686;"奶油(固態,不加鹽)";"油脂類";733.026;0.606;5.897;20.765;22.744;0.8615;0
687;"奶油(固態,加鹽)";"油脂類";698.877;0.6715;624.227;14.765;27.6375;3.7439;0
688;"奶油(液態)";"油脂類";339.975;1.998;24.413;98.364;66.869;0.0;0
689;"奶油平均值(固態)";"油脂類";715.951;0.6388;315.062;17.765;25.1908;2.3027;0
690;"玉米油";"油脂類";882.562;0.015;0.0;0.0;0.0;0.1058;0
691;"白芝麻油";"油脂類";883.652;0.09;0.0;0.0;0.0;0.0;2
692;"米油(秈米)";"油脂類";881.596;0.076;0.0;0.0;0.0;0.1959;0
693;"米油(粳米)";"油脂類";883.116;0.0;0.0;0.0;0.0;0.003;0
694;"米油平均值";"油脂類";882.356;0.038;0.0;0.0;0.0;0.0995;0
695;"亞麻仁油";"油脂類";820.437;0.171;0.0;0.0;0.0;6.8532;0
696;"油茶油";"油脂類";882.776;0.0;0.759;1.738;8.657;0.0;0
697;"油菜籽油";"油脂類";883.116;0.0;0.0;0.0;0.0;0.024;0
698;"花生油";"油脂類";883.116;0.0;0.0;0.0;0.0;0.0;0
699;"芥花油";"油脂類";882.132;0.0107;1.701;1.084;0.0;0.0873;0
700;"南瓜籽油";"油脂類";883.116;0.0;0.0;0.0;0.0;0.02;0
701;"紅花籽油";"油脂類";883.558;0.0;0.0;0.0;0.0;0.0;0
702;"核桃油";"油脂類";883.116;0.0;0.0;0.0;0.0;0.0223;0
703;"烤酥油";"油脂類";882.92;0.0195;0.0;0.0;0.0;0.0;0
704;"茶油平均值";"油脂類";882.946;0.0;0.759;1.738;8.657;0.0;0
705;"高油酸紅花籽油";"油脂類";880.166;0.0165;0.0;0.0;0.0;0.3872;0
706;"高油酸棕櫚油";"油脂類";883.116;0.0;0.0;0.0;0.0;0.0;0
707;"高油酸葵花籽油";"油脂類";883.116;0.0;0.0;0.0;0.0;0.01;0
708;"高油酸豬油";"油脂類";893.0;0.0;0.0;0.0;0.0;0.0;0
709;"黑芝麻油";"油脂類";881.435;0.086;0.0;0.0;0.0;0.1291;2
710;"椰子油";"油脂類";882.762;0.0;0.0;0.0;0.0;0.0;0
711;"葵花籽油";"油脂類";883.145;0.0;0.0;0.0;0.0;0.0;0
712;"葵花籽油(多種維生素強化)";"油脂類";883.028;0.0;0.0;0.0;0.0;0.0134;0
713;"葡萄籽油";"油脂類";883.41;0.0;0.0;0.0;0.0;0.0;0
714;"熟油茶油";"油脂類";883.116;0.0;0.0;0.0;0.0;0.02;0
715;"調合芝麻油";"油脂類";883.805;0.065;0.0;0.0;0.0;0.0;2
716;"調合花生油";"油脂類";883.6;0.023;0.0;0.0;0.0;0.0;0
717;"調合植物油";"油脂類";886.656;0.028;0.0;0.0;0.0;0.0;0
718;"豬油";"油脂類";889.919;0.0;0.0;0.0;0.0;0.0;0
719;"橄欖油";"油脂類";883.558;0.0;0.0;0.0;0.0;0.0;0
720;"雞油";"油脂類";890.812;0.0;0.0;0.0;0.0;0.0;0
721;"山粉圓";"堅果及種子類";399.624;16.333;4.9;528.16;484.71;58.0421;0
722;"去膜花生仁";"堅果及種子類";557.636;28.8335;1.8595;660.45;460.699;19.1372;2
723;"玉桂西瓜子";"堅果及種子類";492.403;31.05;854.1;779.37;901.52;23.767;2
724;"甘草葵瓜子";"堅果及種子類";526.503;26.78;636.76;536.39;726.41;25.75;2
725;"生白芝麻";"堅果及種子類";598.038;22.2645;38.8005;461.217;722.872;15.0075;2
726;"生核桃";"堅果及種子類";676.566;14.591;6.722;446.062;423.258;10.3939;0
727;"生栗子";"堅果及種子類";263.875;4.6115;1.0635;757.771;113.679;57.941;0
728;"生黑芝麻";"堅果及種子類";550.927;22.1585;2.402;469.996;545.651;17.6005;2
729;"生腰果";"堅果及種子類";568.136;18.3335;11.2645;646.819;551.985;30.3317;2
730;"生蓮子";"堅果及種子類";333.86;21.7775;304.607;714.028;666.232;60.9265;2
731;"生鮮花生仁";"堅果及種子類";505.888;28.785;31.59;933.215;521.86;20.5795;2
732;"生鮮蓮子";"堅果及種子類";140.913;9.277;118.737;304.761;290.307;25.591;2
733;"白芝麻";"堅果及種子類";625.844;20.67;8.772;435.369;691.955;13.5984;2
734;"有機核桃";"堅果及種子類";649.087;16.982;0.151;467.427;474.73;12.734;0
735;"冷凍帶殼花生";"堅果及種子類";343.542;17.153;363.028;247.416;287.973;13.3451;2
736;"含膜花生仁";"堅果及種子類";516.497;23.6283;12.6617;671.276;437.019;28.4046;0
737;"杏仁片";"堅果及種子類";563.854;27.257;20.058;625.881;481.127;16.9753;2
738;"杏仁粉";"堅果及種子類";400.084;3.53;92.92;64.19;8.76;84.7;2
739;"松子仁";"堅果及種子類";677.758;16.6155;3.5415;640.807;610.647;9.3778;2
740;"油炸花生仁";"堅果及種子類";619.0;28.886;429.504;534.687;444.602;17.9595;2
741;"芝麻糊";"堅果及種子類";448.663;9.31;78.31;210.75;265.56;70.67;2
742;"芝麻醬";"堅果及種子類";600.681;20.79;4.0;529.0;565.92;21.258;2
743;"花生仁湯";"堅果及種子類";105.935;2.84;50.58;42.5;64.44;13.015;2
744;"花生粉";"堅果及種子類";574.441;34.02;10.9;940.0;497.3;21.87;2
745;"花生醬";"堅果及種子類";651.638;23.97;306.435;571.805;378.095;17.9293;2
746;"芡實";"堅果及種子類";342.593;9.944;0.0;80.39;91.17;75.4092;0
747;"紅土花生";"堅果及種子類";546.099;30.934;632.1;550.059;378.902;21.0874;2
748;"夏威夷豆";"堅果及種子類";720.343;9.4045;80.097;341.676;188.499;12.0302;2
749;"純杏仁粉";"堅果及種子類";529.746;9.675;172.369;220.933;308.345;47.1231;2
750;"帶殼花生";"堅果及種子類";531.179;28.246;319.48;681.139;422.988;28.1462;2
751;"蛋酥花生仁";"堅果及種子類";601.779;21.14;44.81;463.84;348.49;31.78;2
752;"雪蓮子";"堅果及種子類";354.141;4.668;57.7737;585.815;73.1316;82.0991;2
753;"雪蓮子";"堅果及種子類";363.965;19.359;7.9961;1095.63;345.694;61.014;2
754;"港式南瓜子";"堅果及種子類";564.396;25.899;395.371;638.955;1112.88;19.4624;2
755;"無花果";"堅果及種子類";364.99;3.56;9.66;897.78;67.13;77.8;0
756;"菱角";"堅果及種子類";108.799;3.059;18.525;338.045;130.925;23.5276;0
757;"開心果";"堅果及種子類";600.755;22.381;462.322;987.728;421.687;20.0686;0
758;"黑芝麻";"堅果及種子類";591.425;16.454;1.597;462.174;558.239;22.1967;2
759;"黑芝麻粉";"堅果及種子類";601.276;15.719;2.671;471.108;627.043;20.7926;2
760;"愛玉子";"堅果及種子類";406.701;12.22;6.4;729.27;278.87;63.74;0
761;"愛玉凍";"堅果及種子類";1.7208;0.0;12.6;167.4;0.0;0.4228;0
762;"葵瓜子";"堅果及種子類";575.004;25.9435;667.718;618.626;883.474;17.7836;2
763;"蒜味杏仁果";"堅果及種子類";603.205;23.349;203.021;582.503;511.344;17.9801;2
764;"蜜汁松子仁";"堅果及種子類";651.203;14.89;2.36;338.99;582.79;19.0;2
765;"蜜汁腰果";"堅果及種子類";565.24;17.59;12.15;617.67;508.18;34.26;2
766;"醃漬花生仁";"堅果及種子類";285.833;10.6;0.0;0.0;0.0;2.9;2
767;"糖炒栗子";"堅果及種子類";209.581;4.15;1.96;533.6;117.85;46.29;0
768;"糖漬花生仁";"堅果及種子類";378.832;14.22;37.1909;106.762;213.792;28.8098;2
769;"糖漬蓮子";"堅果及種子類";230.361;5.722;10.6634;155.466;200.038;51.4191;2
770;"檸檬愛玉凍";"堅果及種子類";53.4232;0.0;28.38;105.24;32.18;13.1261;0
771;"醬油西瓜子";"堅果及種子類";509.222;29.537;684.734;788.044;1013.37;22.4739;2
772;"鹽酥花生仁";"堅果及種子類";552.756;28.824;454.349;773.901;498.232;29.5995;0
773;"土雞皮蛋";"蛋類";121.978;12.235;582.761;130.067;161.142;2.3393;0
774;"土雞蛋";"蛋類";129.093;12.9475;140.419;125.982;139.782;1.6916;1
775;"炒蛋(加油3大匙)";"蛋類";201.174;12.9025;125.864;124.737;190.676;4.5836;0
776;"初卵雞蛋";"蛋類";136.087;12.279;114.745;123.139;157.008;1.3608;1
777;"紅面番鴨蛋";"蛋類";198.002;13.14;129.18;122.09;249.0;0.0;1
778;"烏骨雞蛋";"蛋類";159.743;12.66;119.599;134.51;215.852;2.4437;1
779;"烏骨雞蛋白";"蛋類";52.3196;10.643;183.734;162.596;10.617;1.6638;1
780;"烏骨雞蛋黃";"蛋類";343.672;15.51;49.717;100.129;490.463;1.4401;1
781;"茶葉蛋";"蛋類";134.052;12.8245;375.957;105.23;155.791;3.5531;1
782;"茶葉蛋(浸泡隔夜)";"蛋類";144.799;13.7846;458.358;107.851;175.239;0.9316;1
783;"茶葉蛋平均值";"蛋類";139.426;13.3046;417.158;106.54;165.515;2.2424;1
784;"茶葉蛋白(浸泡隔夜)";"蛋類";57.5246;12.932;555.352;116.853;15.19;0.3891;1
785;"茶葉蛋黃(浸泡隔夜)";"蛋類";341.728;15.7065;239.403;87.4917;536.407;2.1592;1
786;"荷包蛋(不加油)";"蛋類";161.909;13.9765;151.337;139.314;195.779;1.4475;1
787;"荷包蛋(加油1小匙)";"蛋類";190.712;13.0145;140.402;142.11;206.97;1.6273;1
788;"溫泉蛋";"蛋類";127.172;12.945;493.758;152.677;175.112;3.7843;1
789;"煎蛋(不加油)";"蛋類";160.532;13.506;145.331;134.573;215.196;4.8791;1
790;"滷蛋";"蛋類";170.659;16.3468;1157.96;158.579;230.29;4.7175;1
791;"滷蛋白";"蛋類";74.5153;16.6855;1794.4;225.438;60.2933;4.5508;1
792;"滷蛋黃";"蛋類";378.072;17.0285;697.487;141.125;601.957;1.9468;1
793;"蒸蛋(市售)";"蛋類";31.5742;3.58;326.56;33.96;110.67;3.373;1
794;"蒸蛋(微波爐)";"蛋類";82.2243;6.3665;65.0659;61.8452;86.2632;1.7743;1
795;"蒸蛋(電鍋)";"蛋類";79.5448;5.838;61.6071;62.7114;97.0061;1.334;1
796;"蒸蛋";"蛋類";64.4478;5.2615;151.078;52.8389;97.9798;2.1604;1
797;"鴨生鹹蛋";"蛋類";187.149;12.492;1681.36;143.57;234.65;0.0;0
798;"鴨皮蛋";"蛋類";158.096;12.7715;590.06;133.437;183.289;2.6687;0
799;"鴨蛋白";"蛋類";47.088;10.8;163.0;148.0;8.0;1.4;1
800;"鴨蛋黃";"蛋類";346.704;15.8;50.0;91.0;499.0;2.0;1
801;"鴨熟鹹蛋";"蛋類";167.19;12.9;1632.0;127.0;213.0;3.6;0
802;"鴨熟鹹蛋(薄鹽)";"蛋類";184.668;13.7305;1267.24;126.642;280.991;3.5234;0
803;"鴨鹹蛋";"蛋類";179.669;13.0408;1526.87;132.404;242.88;1.9876;1
804;"鴨鹹蛋黃";"蛋類";532.688;23.62;396.501;117.655;802.098;1.273;1
805;"鴿蛋";"蛋類";96.1596;10.18;142.99;127.11;135.1;2.535;1
806;"雞水波蛋";"蛋類";146.959;11.584;92.4088;109.05;188.997;0.8217;1
807;"雞水煮蛋";"蛋類";144.219;14.001;123.765;129.122;182.957;1.7098;1
808;"雞水煮蛋白";"蛋類";60.7781;13.557;170.041;141.868;14.9621;1.5401;1
809;"雞水煮蛋黃";"蛋類";342.56;15.544;50.2446;112.09;576.767;2.9185;1
810;"雞皮蛋";"蛋類";132.385;12.757;615.533;138.253;183.345;3.5682;0
811;"雞皮蛋平均值";"蛋類";127.182;12.496;599.147;134.16;172.243;2.9538;1
812;"雞蛋(白殼)";"蛋類";140.311;12.7091;129.213;131.381;181.223;1.19;1
813;"雞蛋(高DHA)";"蛋類";131.945;12.537;140.634;148.947;186.678;1.8487;1
814;"雞蛋(高次亞麻油酸)";"蛋類";139.077;12.431;137.11;142.77;226.97;2.8026;1
815;"雞蛋(高亞麻油酸)";"蛋類";132.625;13.02;161.16;142.0;196.08;0.8307;1
816;"雞蛋(高維生素A&E)";"蛋類";134.026;12.1;151.31;139.1;144.65;0.0;1
817;"雞蛋(高維生素E)";"蛋類";143.151;12.786;139.48;133.51;216.15;1.4127;1
818;"雞蛋(黃殼)";"蛋類";131.846;12.4617;146.977;140.076;191.194;1.9907;1
819;"雞蛋";"蛋類";136.079;12.5854;138.095;135.728;186.208;1.5904;1
820;"雞蛋白(白殼)";"蛋類";45.719;10.245;153.407;130.843;9.5852;0.2043;1
821;"雞蛋白(黃殼)";"蛋類";52.4511;11.637;213.41;162.9;19.18;1.1781;1
822;"雞蛋白平均值";"蛋類";49.0851;10.941;183.409;146.871;14.3826;0.6912;1
823;"雞蛋黃(白殼)";"蛋類";330.964;15.9047;50.7358;119.3;517.969;1.7988;1
824;"雞蛋黃(高維生素E)";"蛋類";314.329;16.236;57.07;119.55;517.3;5.3503;1
825;"雞蛋黃(黃殼)";"蛋類";285.925;14.459;60.14;134.01;627.63;5.5786;1
826;"雞蛋黃";"蛋類";308.445;15.1819;55.4379;126.655;572.8;3.6887;1
827;"雞滷蛋(市售)";"蛋類";168.947;15.514;588.686;78.954;223.582;6.6543;0
828;"雞滷蛋(浸泡隔夜)";"蛋類";170.927;16.9473;1607.3;201.726;237.201;4.3645;0
829;"雞滷蛋(現煮)";"蛋類";172.104;16.579;1277.89;195.059;230.086;3.1336;0
830;"雞滷蛋白(浸泡隔夜)";"蛋類";74.7106;16.731;1965.63;227.514;66.6766;5.1962;0
831;"雞滷蛋白(現煮)";"蛋類";74.3201;16.64;1623.16;223.362;53.9099;3.9053;0
832;"雞滷蛋黃(浸泡隔夜)";"蛋類";379.04;17.4175;832.131;145.944;605.988;2.5678;0
833;"雞滷蛋黃(現煮)";"蛋類";377.103;16.6395;562.843;136.306;597.927;1.3258;0
834;"雞鐵蛋";"蛋類";273.826;26.6;766.0;256.0;279.0;5.9;0
835;"鵝蛋";"蛋類";178.81;10.0;133.7;129.53;256.72;3.194;0
836;"鵪鶉水煮蛋";"蛋類";158.437;11.958;10.915;9.564;215.257;0.57;0
837;"鵪鶉皮蛋";"蛋類";158.442;13.8085;790.655;146.852;214.693;1.7759;0
838;"鵪鶉蛋";"蛋類";169.186;12.22;132.57;152.67;317.31;1.59;0
839;"鵪鶉鹹蛋";"蛋類";170.742;13.73;1809.83;151.593;207.875;1.9173;0
840;"鵪鶉鐵蛋";"蛋類";368.564;28.82;193.63;240.72;452.63;20.37;0
841;"九孔螺";"魚貝類";73.07;15.0;327.0;290.0;255.0;5.8;0
842;"三線雞魚";"魚貝類";129.838;19.0;58.0;372.0;205.0;0.6;1
843;"丫髻鮫";"魚貝類";117.326;27.35;82.76;492.35;258.61;0.0;0
844;"丫髻鮫腹肉";"魚貝類";110.166;25.8;142.0;334.0;211.0;0.0;0
845;"大口逆溝?";"魚貝類";103.008;21.8;54.0;596.0;273.0;0.1;0
846;"大口黑鱸";"魚貝類";129.982;20.684;101.1;361.696;175.568;0.0;1
847;"大口鰜(含皮)";"魚貝類";166.499;14.7;93.0;328.0;215.0;0.0;1
848;"大口鰜切片";"魚貝類";190.296;13.203;80.3894;285.736;166.271;0.767;1
849;"大文蛤";"魚貝類";20.5066;4.38;773.79;124.18;79.95;1.5142;0
850;"大甲?";"魚貝類";104.956;21.2;90.0;365.0;320.0;0.4;0
851;"大西洋鮭魚(台灣養殖)";"魚貝類";154.92;23.63;45.403;389.592;226.185;0.0;1
852;"大西洋鮭魚切片(中段)";"魚貝類";173.671;20.697;39.459;356.322;233.776;0.0;1
853;"大西洋鮭魚切片(尾段)";"魚貝類";203.548;20.6735;60.953;352.691;235.826;0.0;1
854;"大西洋鮭魚平均值(去皮)";"魚貝類";220.634;20.1954;44.6452;334.981;225.783;0.0;1
855;"大西洋鮭魚生魚片";"魚貝類";221.849;19.623;35.626;392.834;247.71;0.0;0
856;"大西洋鮭魚腹肉";"魚貝類";349.18;16.3535;41.785;183.467;185.421;0.0;1
857;"大尾?";"魚貝類";108.333;20.941;61.731;436.233;237.489;2.0759;1
858;"大眼金梭魚";"魚貝類";157.128;21.8;71.0;445.0;145.0;0.0;1
859;"大眼鯛";"魚貝類";97.222;19.6;63.0;369.0;302.0;0.0;1
860;"大黃魚";"魚貝類";142.115;16.78;39.8452;280.491;166.027;0.1612;1
861;"大管鞭蝦";"魚貝類";87.6555;19.81;270.16;353.68;188.25;0.62;0
862;"大頭蝦仁";"魚貝類";39.9111;8.842;764.74;43.2074;398.169;0.0;0
863;"大鱗烏魴";"魚貝類";96.55;22.4;40.0;439.0;253.0;0.0;1
864;"小干貝(加工)";"魚貝類";228.378;48.901;3078.42;901.339;612.781;6.1355;0
865;"小卷干";"魚貝類";246.402;53.202;1378.24;793.085;681.625;4.6951;0
866;"小魚干";"魚貝類";335.172;69.2;1753.0;738.0;837.0;0.0;0
867;"小黃魚(去皮)";"魚貝類";99.832;20.0;92.0;257.0;169.0;0.0;1
868;"小黃魚(含皮)";"魚貝類";100.076;19.36;76.37;317.28;268.41;0.0;1
869;"干貝(加工)";"魚貝類";256.109;58.5;2424.0;913.0;715.0;15.5;0
870;"干貝平均值(加工)";"魚貝類";242.243;53.7005;2751.21;907.169;663.891;10.8178;0
871;"中國對蝦";"魚貝類";84.215;19.3;196.0;306.0;278.0;1.0;0
872;"五條鰤";"魚貝類";96.7592;22.28;36.88;421.73;236.6;0.06;1
873;"少棘石鱸";"魚貝類";94.089;19.5;74.0;426.0;229.0;0.0;1
874;"文蛤";"魚貝類";36.9374;7.6105;446.244;104.472;100.385;2.7132;0
875;"日本真鱸(11月)";"魚貝類";99.1356;20.534;63.74;394.64;200.1;0.0894;1
876;"日本真鱸(12月)";"魚貝類";100.546;19.618;77.93;414.04;222.16;0.4023;1
877;"日本真鱸(2月)";"魚貝類";94.8013;20.14;44.115;349.852;218.044;1.9139;1
878;"日本真鱸(3月)";"魚貝類";99.7437;19.992;64.9345;366.316;191.712;0.5122;1
879;"日本真鱸(8月)";"魚貝類";95.3352;18.968;56.924;360.859;229.983;1.4975;1
880;"日本真鱸(含皮)";"魚貝類";125.28;19.2;55.0;396.0;171.0;0.0;1
881;"日本真鱸平均值(去皮)";"魚貝類";97.9124;19.8504;61.5287;377.141;212.4;0.8831;1
882;"日本馬頭魚";"魚貝類";85.071;18.74;85.88;393.85;210.63;0.0;1
883;"日本對蝦(大)";"魚貝類";97.2737;21.632;254.749;377.694;314.423;0.0;0
884;"日本對蝦(小)";"魚貝類";96.3113;20.933;319.181;326.073;284.873;1.8173;0
885;"日本對蝦平均值";"魚貝類";96.7925;21.2825;286.965;351.884;299.648;0.3962;0
886;"日本銀帶鯡";"魚貝類";101.484;20.986;705.482;3377.85;535.79;0.0;0
887;"日本銀帶鯡(加工)";"魚貝類";111.239;21.54;735.962;194.874;528.503;1.1599;0
888;"日本銀帶鯡魚干(丁香魚脯)";"魚貝類";273.366;51.766;1276.21;855.702;1606.09;1.895;0
889;"日本龍蝦";"魚貝類";92.707;21.5;234.0;446.0;305.0;1.0;0
890;"犬牙南極魚切片";"魚貝類";281.826;12.1075;79.0315;249.022;133.113;0.0;1
891;"仙女魚";"魚貝類";104.488;24.09;88.43;352.71;276.35;0.0;1
